Artist,nov17,mar18,value_growth
Moïse Kisling ,Average Value: 311500.0,Average Value:42967.389,-86.20629566613161
Moïse Kisling ,Similar Objects,Similar Objects,
Moïse Kisling ,"[""Portrait d'homme USD 112,500 24 x 19 ¾ in. (61 x 50 cm.)|"", 'Nu allongé sur un canapé bleu USD 510,500 31 ½ x 50 7/8 in. (80 x 129.3 cm.)|']","['Provence GBP 43,750 31 7/8 x 23 5/8 in. (81 x 60.2 cm.)|', 'Vase de lys GBP 65,000 21 1/4 x 28 3/4 in. (54 x 73 cm.)|', 'Port de carénage de Marseille GBP 58,750 15 x 21 3/4 in. (38.2 x 55.3 cm.)|']",
Moïse Kisling ,"['Nu allongé sur un canapé bleu USD 510,500 31 ½ x 50 7/8 in. (80 x 129.3 cm.)|']","['Petite tête brune GBP 68,750 16 1/8 x 10 5/8 in. (41 x 27 cm.)|', 'Port de carénage de Marseille GBP 58,750 15 x 21 3/4 in. (38.2 x 55.3 cm.)|', 'Pensées dans un vase blanc GBP 60,000 21 5/8 x 18 in. (55 x 45.7 cm.)|', 'Vase de lys GBP 65,000 21 1/4 x 28 3/4 in. (54 x 73 cm.)|', 'Provence GBP 43,750 31 7/8 x 23 5/8 in. (81 x 60.2 cm.)|']",
Moïse Kisling ,,"['Port de carénage de Marseille GBP 58,750 15 x 21 3/4 in. (38.2 x 55.3 cm.)|', 'Petite tête brune GBP 68,750 16 1/8 x 10 5/8 in. (41 x 27 cm.)|', 'Provence GBP 43,750 31 7/8 x 23 5/8 in. (81 x 60.2 cm.)|', 'Vase de lys GBP 65,000 21 1/4 x 28 3/4 in. (54 x 73 cm.)|', 'Pensées dans un vase blanc GBP 60,000 21 5/8 x 18 in. (55 x 45.7 cm.)|']",
Moïse Kisling ,,"['Pensées dans un vase blanc GBP 60,000 21 5/8 x 18 in. (55 x 45.7 cm.)|', 'Port de carénage de Marseille GBP 58,750 15 x 21 3/4 in. (38.2 x 55.3 cm.)|', 'Provence GBP 43,750 31 7/8 x 23 5/8 in. (81 x 60.2 cm.)|', 'Vase de lys GBP 65,000 21 1/4 x 28 3/4 in. (54 x 73 cm.)|']",
Moïse Kisling ,,"['Vase de lys GBP 65,000 21 1/4 x 28 3/4 in. (54 x 73 cm.)|', 'Pensées dans un vase blanc GBP 60,000 21 5/8 x 18 in. (55 x 45.7 cm.)|', 'Provence GBP 43,750 31 7/8 x 23 5/8 in. (81 x 60.2 cm.)|']",
Ossip Zadkine ,Average Value: 29166.666666666668,Average Value:302222.09900000005,936.1900537142857
Ossip Zadkine ,Similar Objects,Similar Objects,
Ossip Zadkine ,"['Les Amis USD 30,000 Height: 15 3/8 in. (38 cm.)|', 'Le Compositeur USD 37,500 Height: 24 ½ in. (62.2 cm.)|', ""L'autre personnage USD 20,000 Height: 21 ½ in. (54.6 cm.)|""]","['Jeune fille à la colombe GBP 416,750 Height: 31 1/2 in. (80 cm.)|']",
Ossip Zadkine ,"['Le Compositeur USD 37,500 Height: 24 ½ in. (62.2 cm.)|', ""L'autre personnage USD 20,000 Height: 21 ½ in. (54.6 cm.)|""]",,
Ossip Zadkine ,"[""L'autre personnage USD 20,000 Height: 21 ½ in. (54.6 cm.)|"", 'Le Compositeur USD 37,500 Height: 24 ½ in. (62.2 cm.)|']",,
Pablo Picasso ,Average Value: 602500.0,Average Value:242575.38600000003,-59.7385251452282
Pablo Picasso ,Similar Objects,Similar Objects,
Pablo Picasso ,"['Pichet à lampe (Visage découpé) USD 112,500 Height: 14 3/8 in. (36.4 cm.)|']","['Grand vase aux femmes voilées (AR 116) GBP 488,750 Height: 26 in. (66 cm.)|']",
Pablo Picasso ,"[""Nature morte à l'oiseau en cage USD 1,092,500 23 5/8 x 28 5/8 in. (59.9 x 72.7 cm.)|""]","[""Buste d'homme GBP 50,000 8 x 8 in. (20.3 x 20.3 cm.)|""]",
Paul Sérusier ,Average Value: 237500.0,Average Value:81583.65000000001,-65.6489894736842
Paul Sérusier ,Similar Objects,Similar Objects,
Paul Sérusier ,"['Pèlerinage USD 237,500 35 ¾ x 26 ¾ in. (91 x 68 cm.)|']","['Bretons dans la lande GBP 112,500 22 5/8 x 35 7/8 in. (57.5 x 91 cm.)|']",
Pierre Bonnard ,Average Value: 792500.0,Average Value:87249.18125,-88.99063958990536
Pierre Bonnard ,Similar Objects,Similar Objects,
Pierre Bonnard ,"['Jeune femme au chapeau noir USD 792,500 23 1/8 x 21 7/8 in. (59 x 55.7 cm.)|']","['Petite cuisine GBP 125,000 22 x 15 1/4 in. (56 x 38.8 cm.)|', 'Le Golfe, entre la Napoule et Saint-Raphaël GBP 93,750 17 1/8 x 22 in. (43.5 x 56 cm.)|', 'Le thé, bouquet de violettes GBP 162,500 33 1/2 x 23 1/2 in. (80.5 x 59.5 cm.)|', 'Bord de mer avec paysage GBP 100,000 14 7/8 x 18 1/8 in. (37 x 46 cm.)|']",
Pierre Bonnard ,,"['Le Golfe, entre la Napoule et Saint-Raphaël GBP 93,750 17 1/8 x 22 in. (43.5 x 56 cm.)|', 'Le thé, bouquet de violettes GBP 162,500 33 1/2 x 23 1/2 in. (80.5 x 59.5 cm.)|', 'Bord de mer avec paysage GBP 100,000 14 7/8 x 18 1/8 in. (37 x 46 cm.)|', 'Petite cuisine GBP 125,000 22 x 15 1/4 in. (56 x 38.8 cm.)|']",
Pierre Bonnard ,,"['Le thé, bouquet de violettes GBP 162,500 33 1/2 x 23 1/2 in. (80.5 x 59.5 cm.)|', 'Le Golfe, entre la Napoule et Saint-Raphaël GBP 93,750 17 1/8 x 22 in. (43.5 x 56 cm.)|']",
Pierre Bonnard ,,"['Bord de mer avec paysage GBP 100,000 14 7/8 x 18 1/8 in. (37 x 46 cm.)|', 'Le thé, bouquet de violettes GBP 162,500 33 1/2 x 23 1/2 in. (80.5 x 59.5 cm.)|', 'Petite cuisine GBP 125,000 22 x 15 1/4 in. (56 x 38.8 cm.)|', 'Le Golfe, entre la Napoule et Saint-Raphaël GBP 93,750 17 1/8 x 22 in. (43.5 x 56 cm.)|']",
Pierre-Auguste Renoir ,Average Value: 397875.0,Average Value:138284.28675000003,-65.24428859566446
Pierre-Auguste Renoir ,Similar Objects,Similar Objects,
Pierre-Auguste Renoir ,"['Chemin aux Collettes avec tilleul USD 708,500 13 3/8 x 18 ½ in. (34 x 47 cm.)|', 'Roses dans un vase de fleurs USD 432,500 16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)|', 'Coupe de fruits USD 348,500 9 5/8 x 15 in. (24.6 x 39.3 cm.)|', 'La maison de la poste à Cagnes USD 456,500 12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|', 'Fillette lisant USD 372,500 12 x 9 ½ in. (30.3 x 24.2 cm.)|']","['Nature morte aux deux pommes GBP 62,500 5 3/8 x 7 in. (13.7 x 17.8 cm.)|', ""Paysage, chemin à la sortie d'un bois GBP 150,000 8 3/4 x 12 3/8 in. (22.2 x 31.3 cm.)|"", 'Claude Renoir jouant aux constructions GBP 512,750 10 1/4 x 8 5/8 in. (25.9 x 21.9 cm.)|']",
Pierre-Auguste Renoir ,"['Roses dans un vase de fleurs USD 432,500 16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)|', 'La maison de la poste à Cagnes USD 456,500 12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|', 'Coupe de fruits USD 348,500 9 5/8 x 15 in. (24.6 x 39.3 cm.)|', 'Chemin aux Collettes avec tilleul USD 708,500 13 3/8 x 18 ½ in. (34 x 47 cm.)|']","[""Paysage, chemin à la sortie d'un bois GBP 150,000 8 3/4 x 12 3/8 in. (22.2 x 31.3 cm.)|"", 'Claude Renoir jouant aux constructions GBP 512,750 10 1/4 x 8 5/8 in. (25.9 x 21.9 cm.)|', 'Nature morte aux deux pommes GBP 62,500 5 3/8 x 7 in. (13.7 x 17.8 cm.)|']",
Pierre-Auguste Renoir ,"['La maison de la poste à Cagnes USD 456,500 12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|', 'Roses dans un vase de fleurs USD 432,500 16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)|', 'Chemin aux Collettes avec tilleul USD 708,500 13 3/8 x 18 ½ in. (34 x 47 cm.)|', 'Coupe de fruits USD 348,500 9 5/8 x 15 in. (24.6 x 39.3 cm.)|', 'Fillette lisant USD 372,500 12 x 9 ½ in. (30.3 x 24.2 cm.)|']","['Claude Renoir jouant aux constructions GBP 512,750 10 1/4 x 8 5/8 in. (25.9 x 21.9 cm.)|', ""Paysage, chemin à la sortie d'un bois GBP 150,000 8 3/4 x 12 3/8 in. (22.2 x 31.3 cm.)|"", 'Nature morte aux deux pommes GBP 62,500 5 3/8 x 7 in. (13.7 x 17.8 cm.)|']",
Pierre-Auguste Renoir ,"['Fillette lisant USD 372,500 12 x 9 ½ in. (30.3 x 24.2 cm.)|', 'La maison de la poste à Cagnes USD 456,500 12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|', 'Chemin aux Collettes avec tilleul USD 708,500 13 3/8 x 18 ½ in. (34 x 47 cm.)|', 'Roses dans un vase de fleurs USD 432,500 16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)|', 'Coupe de fruits USD 348,500 9 5/8 x 15 in. (24.6 x 39.3 cm.)|']","['Petite Vénus à la pomme au socle GBP 37,500 Height: 32 3/8 in. (82.2 cm.)|']",
Pierre-Auguste Renoir ,"['Coupe de fruits USD 348,500 9 5/8 x 15 in. (24.6 x 39.3 cm.)|', 'Roses dans un vase de fleurs USD 432,500 16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)|', 'Chemin aux Collettes avec tilleul USD 708,500 13 3/8 x 18 ½ in. (34 x 47 cm.)|', 'Fillette lisant USD 372,500 12 x 9 ½ in. (30.3 x 24.2 cm.)|', 'La maison de la poste à Cagnes USD 456,500 12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|']",,
Raoul Dufy ,Average Value: 374833.3333333333,Average Value:97447.1375,-74.002542240996
Raoul Dufy ,Similar Objects,Similar Objects,
Raoul Dufy ,"['La flotte à Villefranche USD 348,500 25 5/8 x 31 7/8 in. (65.1 x 80.9 cm.)|', 'Le bassin de Deauville USD 588,500 13 x 32 ½ in. (33 x 82.5 cm.)|']","['Les pêcheurs GBP 162,500 18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)|', 'La maison dans les arbres GBP 187,500 28 3/4 x 23 3/4 in. (73 x 60.2 cm.)|', 'Epsom, la course GBP 150,000 15 x 18 1/4 in. (37.8 x 46.4 cm.)|', 'Nu debout GBP 37,500 15 1/8 x 8 1/4 in. (38.5 x 21 cm.)|']",
Raoul Dufy ,"['L\'Hôtel Suisse à Nice et le tournant de ""Rauba Capeu"" USD 187,500 15 x 18 1/8 in. (38 x 46.1 cm.)|', 'Le bassin de Deauville USD 588,500 13 x 32 ½ in. (33 x 82.5 cm.)|', 'La flotte à Villefranche USD 348,500 25 5/8 x 31 7/8 in. (65.1 x 80.9 cm.)|']","['La maison dans les arbres GBP 187,500 28 3/4 x 23 3/4 in. (73 x 60.2 cm.)|', 'Les pêcheurs GBP 162,500 18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)|']",
Raoul Dufy ,"['Le bassin de Deauville USD 588,500 13 x 32 ½ in. (33 x 82.5 cm.)|', 'L\'Hôtel Suisse à Nice et le tournant de ""Rauba Capeu"" USD 187,500 15 x 18 1/8 in. (38 x 46.1 cm.)|', 'La flotte à Villefranche USD 348,500 25 5/8 x 31 7/8 in. (65.1 x 80.9 cm.)|']","['Epsom, la course GBP 150,000 15 x 18 1/4 in. (37.8 x 46.4 cm.)|', 'La maison dans les arbres GBP 187,500 28 3/4 x 23 3/4 in. (73 x 60.2 cm.)|', 'Les pêcheurs GBP 162,500 18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)|', 'Nu debout GBP 37,500 15 1/8 x 8 1/4 in. (38.5 x 21 cm.)|']",
Raoul Dufy ,,"['Nu debout GBP 37,500 15 1/8 x 8 1/4 in. (38.5 x 21 cm.)|', 'Epsom, la course GBP 150,000 15 x 18 1/4 in. (37.8 x 46.4 cm.)|', 'Les pêcheurs GBP 162,500 18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)|', 'La maison dans les arbres GBP 187,500 28 3/4 x 23 3/4 in. (73 x 60.2 cm.)|']",
Tamara De Lempicka ,Average Value: 203125.0,Average Value:63453.950000000004,-68.7611323076923
Tamara De Lempicka ,Similar Objects,Similar Objects,
Tamara De Lempicka ,"['Bouquet de violettes USD 150,000 12 7/8 x 9 3/8 in. (32.7 x 23.9 cm.)|']","[""Portrait d'une jeune fille rousse (recto); Étude abstraite (verso) GBP 87,500 10 5/8 x 8 5/8 in. (27 x 22 cm.)|""]",
Édouard Vuillard ,Average Value: 197333.33333333334,Average Value:58015.04,-70.60048648648649
Édouard Vuillard ,Similar Objects,Similar Objects,
Édouard Vuillard ,"['Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|', 'La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|', 'Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|', 'Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|']","['La femme au châle GBP 106,250 9 x 5 3/4 in. (23 x 14.7 cm.)|', 'Le Salon chez Marcelle Aron GBP 80,000 25 5/8 x 22 1/4 in. (65 x 56.4 cm.)|', 'Moulin à Saint-Jacut or Les Villas GBP 60,000 33 1/2 x 42 in. (85 x 106.4 cm.)|', ""Madame Hessel et Lulu devant la fenêtre de l'hôtel à La Baule GBP 28,750 18 1/4 x 20 3/8 in. (46.2 x 51.8 cm.)|"", 'Square Berlioz GBP 125,000 21 3/8 x 20 3/4 in. (53 x 54.4 cm.)|']",
Édouard Vuillard ,"['Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|', 'La grande serviette USD 150,000 11 3/8 x 9 1/8 in. (23 x 27.9 cm.) (oval)|', 'Tasse et mandarine USD 396,500 7 ½ x 9 7/8 in. (19 x 25.1 cm.)|', 'Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|', 'La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|', 'Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|']","['Le Salon chez Marcelle Aron GBP 80,000 25 5/8 x 22 1/4 in. (65 x 56.4 cm.)|', 'Square Berlioz GBP 125,000 21 3/8 x 20 3/4 in. (53 x 54.4 cm.)|', ""Madame Hessel et Lulu devant la fenêtre de l'hôtel à La Baule GBP 28,750 18 1/4 x 20 3/8 in. (46.2 x 51.8 cm.)|"", 'Moulin à Saint-Jacut or Les Villas GBP 60,000 33 1/2 x 42 in. (85 x 106.4 cm.)|']",
Édouard Vuillard ,"['Tasse et mandarine USD 396,500 7 ½ x 9 7/8 in. (19 x 25.1 cm.)|', 'Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|', 'Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|', 'La grande serviette USD 150,000 11 3/8 x 9 1/8 in. (23 x 27.9 cm.) (oval)|', 'Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|', 'La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|']","['Square Berlioz GBP 125,000 21 3/8 x 20 3/4 in. (53 x 54.4 cm.)|', 'Le Salon chez Marcelle Aron GBP 80,000 25 5/8 x 22 1/4 in. (65 x 56.4 cm.)|', 'Moulin à Saint-Jacut or Les Villas GBP 60,000 33 1/2 x 42 in. (85 x 106.4 cm.)|', ""Madame Hessel et Lulu devant la fenêtre de l'hôtel à La Baule GBP 28,750 18 1/4 x 20 3/8 in. (46.2 x 51.8 cm.)|""]",
Édouard Vuillard ,"['La grande serviette USD 150,000 11 3/8 x 9 1/8 in. (23 x 27.9 cm.) (oval)|', 'Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|', 'Tasse et mandarine USD 396,500 7 ½ x 9 7/8 in. (19 x 25.1 cm.)|', 'Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|', 'Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|', 'La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|']","[""Madame Hessel et Lulu devant la fenêtre de l'hôtel à La Baule GBP 28,750 18 1/4 x 20 3/8 in. (46.2 x 51.8 cm.)|"", 'Square Berlioz GBP 125,000 21 3/8 x 20 3/4 in. (53 x 54.4 cm.)|', 'Le Salon chez Marcelle Aron GBP 80,000 25 5/8 x 22 1/4 in. (65 x 56.4 cm.)|', 'Moulin à Saint-Jacut or Les Villas GBP 60,000 33 1/2 x 42 in. (85 x 106.4 cm.)|']",
Édouard Vuillard ,"['La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|', 'Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|', 'Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|', 'Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|']","['Moulin à Saint-Jacut or Les Villas GBP 60,000 33 1/2 x 42 in. (85 x 106.4 cm.)|']",
Édouard Vuillard ,"['Annette et sa mère, rue de la Tour USD 87,500 19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|', 'Le peintre Maximilien Luce dans son atelier USD 212,500 9 7/8 x 14 7/8 in. (25.1 x 37.9 cm.)|', 'Quatre personnages devant un parapet USD 187,500 12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)|', 'La Consultation USD 150,000 27 x 17 7/8 in. (68.6 x 45.4 cm.)|']",,
